"Site Name","Event Name","Lat","Long","Date","State","County","Category","Protocol","Protocol Url","Study Plan","Study Plan Url","Program","Program Url","Organization","Organization Url","URL","Data Provider"
"CBW05583-358687","Secesh Top","45.20587","-115.81268","2017-07-23T09:35:00","Idaho","Idaho County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - South Fork Salmon Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v3.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Quantitative Consultants Inc","https://www.monitoringresources.org/Resources/Organization/Detail/28","","ChampMonitoring.org"
"CBW05583-092843","Entiat_2017","47.79362","-120.48182","2017-07-05T15:30:00","Washington","Chelan County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Entiat Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v3.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"YFI00001-000727","Yankee Fork Field Season","44.43348","-114.62464","2017-07-11T12:11:00","Idaho","Custer County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Yankee Fork Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v3.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Watershed Solutions","https://www.monitoringresources.org/Resources/Organization/Detail/158","","ChampMonitoring.org"
"CBW05583-035097","Methow_2017","48.41548","-120.14143","2017-09-08T09:11:00","Washington","Okanogan County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Methow Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v3.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"AEM001-McCaw_Treatment","McCaw2","46.27256","-118.21639","2016-07-25T13:30:00","Washington","Walla Walla County","Classification of Ecological or Geological Attribute, Disturbance/Restoration, Hydrology/Water Quantity, Landscape Form and Geomorphology, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Site Level Stream Habitat Assessment Survey","","Action Effectiveness Monitoring BPA EPT Monitoring Effectiveness of Instream Habitat Projects (ELJs/LWD/Boulders) v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Tetra Tech","https://www.monitoringresources.org/Resources/Organization/Detail/32","","ChampMonitoring.org"
"DesolationCreek_Treatment2","CTUIR_AEM_Biomonitoring","44.91042","-118.81582","2016-09-29T09:21:00","Oregon","Grant County","Classification of Ecological or Geological Attribute, Disturbance/Restoration, Hydrology/Water Quantity, Landscape Form and Geomorphology, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Site Level Stream Habitat Assessment Survey","","Action Effectiveness Monitoring BPA EPT Monitoring Effectiveness of Instream Habitat Projects (ELJs/LWD/Boulders) v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","CTUIR","https://www.monitoringresources.org/Resources/Organization/Detail/33","","ChampMonitoring.org"
"YFI00001-000713","PS1_WF_reconnect","44.30859","-114.71746","2016-07-11T14:47:00","Idaho","Custer County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Yankee Fork Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Watershed Solutions","https://www.monitoringresources.org/Resources/Organization/Detail/158","","ChampMonitoring.org"
"YFI00001-000213","Yankee Fork 2016 Field Season","44.34794","-114.72449","2016-09-22T10:34:00","Idaho","Custer County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Yankee Fork Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Watershed Solutions","https://www.monitoringresources.org/Resources/Organization/Detail/158","","ChampMonitoring.org"
"CBW05583-076530","Dopey","44.63432","-118.5377","2016-09-21T08:19:00","Oregon","Grant County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"CBW05583-384114","Doc","44.35039","-119.69475","2016-08-23T21:45:00","Oregon","Wheeler County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"CBW05583-363890","Grumpy","44.26154","-119.2782","2016-08-10T09:22:00","Oregon","Grant County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"JDW00001-MRM2","Tour De JD","44.29384","-119.47005","2016-07-25T08:01:00","Oregon","Grant County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ELR","https://www.monitoringresources.org/Resources/Organization/Detail/9","","ChampMonitoring.org"
"CBW05583-248063","Tucannon Sites 2015","46.34626","-117.6815","2015-08-26T11:53:00","Washington","Columbia County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Tucannon Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ELR","https://www.monitoringresources.org/Resources/Organization/Detail/9","","ChampMonitoring.org"
"CBW05583-276351","Tucannon Sites 2015","46.33487","-117.67843","2015-07-31T14:56:00","Washington","Columbia County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Tucannon Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ELR","https://www.monitoringresources.org/Resources/Organization/Detail/9","","ChampMonitoring.org"
"ENT00001-3C1","IMW_Hitch_2015","47.88404","-120.43682","2015-09-27T07:41:00","Washington","Chelan County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Entiat Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"ENT201301-Tyee Side","IMW_Hitch_2015","47.8706","-120.42573","2015-07-13T15:23:00","Washington","Chelan County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Entiat Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"CBW05583-381866","CRITFC Catherine Creek","45.10265","-117.57097","2015-09-09T08:30:00","Oregon","Union County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Upper Grande Ronde Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","CRITFC","https://www.monitoringresources.org/Resources/Organization/Detail/6","","ChampMonitoring.org"
"CBW05583-531882","CRITFC Catherine Creek","45.13606","-117.62485","2015-08-17T14:01:00","Oregon","Union County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Upper Grande Ronde Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","CRITFC","https://www.monitoringresources.org/Resources/Organization/Detail/6","","ChampMonitoring.org"
"CBW05583-491690","CRITFC Catherine Creek","45.16858","-117.79951","2016-08-19T08:12:00","Oregon","Union County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Upper Grande Ronde Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","CRITFC","https://www.monitoringresources.org/Resources/Organization/Detail/6","","ChampMonitoring.org"
"LWIN0001-000037","Wenatchee_Hitch_2015","47.84111","-120.92065","2015-07-28T07:41:00","Washington","Chelan County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Wenatchee Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"YFI00001-000841","Yankee Fork Field Season","44.29027","-114.71874","2017-09-25T13:31:00","Idaho","Custer County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Yankee Fork Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v3.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Watershed Solutions","https://www.monitoringresources.org/Resources/Organization/Detail/158","","ChampMonitoring.org"
"YFI00001-000436","Yankee Fork Field Season","44.48751","-114.54807","2017-07-15T09:31:00","Idaho","Custer County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Yankee Fork Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v3.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Watershed Solutions","https://www.monitoringresources.org/Resources/Organization/Detail/158","","ChampMonitoring.org"
